strength,size,separation,noisefrac,mn_sag,mn_sgd,mn_pcpt,mn_passAgr,md_sag,md_sgd,md_pcpt,md_passAgr,var_sag,var_sgd,var_pcpt,var_passAgr
300,100,0.44,0.75,0.931666666667,1,0.998333333333,0.998333333333,0.941666666667,1,1,1,0.00230277777778,0,2.5E-05,2.5E-05
300,100,0.44,0.8,0.986666666667,1,1,1,0.983333333333,1,1,1,0.000155555555556,0,0,0
300,100,0.44,0.85,0.935,1,1,1,0.925,1,1,1,0.00146944444444,0,0,0
300,100,0.44,0.9,0.701666666667,0.991666666667,0.998333333333,0.995,0.708333333333,1,1,1,0.00313611111111,0.000180555555556,2.5E-05,0.000113888888889
300,100,0.45,0,1,0.998333333333,1,0.998333333333,1,1,1,1,0,2.5E-05,0,2.5E-05
300,100,0.45,0.05,1,1,0.996666666667,1,1,1,1,1,0,0,4.44444444444E-05,0
300,100,0.45,0.1,1,1,1,1,1,1,1,1,0,0,0,0
300,100,0.45,0.15,0.99,1,0.998333333333,1,0.991666666667,1,1,1,0.000122222222222,0,2.5E-05,0
300,100,0.45,0.2,0.996666666667,1,0.996666666667,0.998333333333,1,1,1,1,0.0001,0,0.0001,2.5E-05
300,100,0.45,0.25,0.998333333333,1,0.996666666667,0.998333333333,1,1,1,1,2.5E-05,0,0.0001,2.5E-05
300,100,0.45,0.3,0.991666666667,1,1,1,1,1,1,1,0.000236111111111,0,0,0
300,100,0.45,0.35,0.985,1,0.998333333333,1,0.991666666667,1,1,1,0.000247222222222,0,2.5E-05,0
300,100,0.45,0.4,0.998333333333,0.998333333333,0.998333333333,1,1,1,1,1,2.5E-05,2.5E-05,2.5E-05,0
300,100,0.45,0.45,0.995,0.998333333333,0.998333333333,1,1,1,1,1,0.000113888888889,2.5E-05,2.5E-05,0
300,100,0.45,0.5,0.988333333333,0.998333333333,1,0.998333333333,0.991666666667,1,1,1,0.000169444444444,2.5E-05,0,2.5E-05
300,100,0.45,0.55,0.95,0.998333333333,0.996666666667,0.996666666667,0.941666666667,1,1,1,0.00127777777778,2.5E-05,4.44444444444E-05,0.0001
300,100,0.45,0.6,0.975,1,1,1,0.983333333333,1,1,1,0.000680555555556,0,0,0
300,100,0.45,0.65,0.983333333333,1,1,1,0.983333333333,1,1,1,0.000166666666667,0,0,0
300,100,0.45,0.7,0.931666666667,0.998333333333,0.995,1,0.95,1,1,1,0.001525,2.5E-05,5.83333333333E-05,0
300,100,0.45,0.75,0.823333333333,0.991666666667,0.993333333333,0.993333333333,0.825,1,1,1,0.00201111111111,0.000125,0.000122222222222,0.000122222222222
300,100,0.45,0.8,0.875,0.998333333333,1,1,0.891666666667,1,1,1,0.00223611111111,2.5E-05,0,0
300,100,0.45,0.85,0.908333333333,1,1,1,0.916666666667,1,1,1,0.00206944444444,0,0,0
300,100,0.45,0.9,0.716666666667,0.996666666667,0.996666666667,0.993333333333,0.691666666667,1,1,1,0.00483333333333,4.44444444444E-05,4.44444444444E-05,0.000122222222222
300,100,0.46,0,0.985,1,0.993333333333,0.998333333333,0.991666666667,1,1,1,0.000358333333333,0,0.000122222222222,2.5E-05
300,100,0.46,0.05,0.993333333333,0.998333333333,0.991666666667,0.998333333333,1,1,1,1,6.66666666667E-05,2.5E-05,0.000236111111111,2.5E-05
300,100,0.46,0.1,0.981666666667,1,0.995,1,0.983333333333,1,1,1,0.000191666666667,0,5.83333333333E-05,0
300,100,0.46,0.15,0.941666666667,0.993333333333,0.998333333333,0.998333333333,0.958333333333,1,1,1,0.001625,0.0004,2.5E-05,2.5E-05
300,100,0.46,0.2,0.988333333333,1,1,1,0.991666666667,1,1,1,0.000169444444444,0,0,0
300,100,0.46,0.25,0.96,0.99,1,0.998333333333,0.958333333333,1,1,1,0.0004,0.000288888888889,0,2.5E-05
300,100,0.46,0.3,0.926666666667,1,0.991666666667,0.995,0.925,1,1,1,0.00134444444444,0,0.000625,0.000225
300,100,0.46,0.35,0.986666666667,0.998333333333,1,0.996666666667,0.991666666667,1,1,1,0.000211111111111,2.5E-05,0,0.0001
300,100,0.46,0.4,0.941666666667,0.998333333333,1,1,0.95,1,1,1,0.000847222222222,2.5E-05,0,0
300,100,0.46,0.45,0.878333333333,0.996666666667,0.998333333333,0.998333333333,0.875,1,1,1,0.00316944444444,0.0001,2.5E-05,2.5E-05
300,100,0.46,0.5,0.92,0.998333333333,1,1,0.925,1,1,1,0.00121111111111,2.5E-05,0,0
300,100,0.46,0.55,0.943333333333,1,0.998333333333,0.998333333333,0.95,1,1,1,0.00106666666667,0,2.5E-05,2.5E-05
300,100,0.46,0.6,0.848333333333,0.996666666667,0.998333333333,0.995,0.866666666667,1,1,1,0.00391388888889,4.44444444444E-05,2.5E-05,0.000113888888889
300,100,0.46,0.65,0.683333333333,0.985,0.99,0.981666666667,0.683333333333,0.991666666667,1,0.983333333333,0.00394444444444,0.000302777777778,0.000288888888889,0.000469444444444
300,100,0.46,0.7,0.931666666667,1,0.998333333333,1,0.941666666667,1,1,1,0.00269166666667,0,2.5E-05,0
300,100,0.46,0.75,0.815,1,0.995,0.998333333333,0.833333333333,1,1,1,0.00235833333333,0,5.83333333333E-05,2.5E-05
300,100,0.46,0.8,0.576666666667,0.938333333333,0.946666666667,0.926666666667,0.6,0.941666666667,0.958333333333,0.933333333333,0.00301111111111,0.00189166666667,0.00171111111111,0.00251111111111
300,100,0.46,0.85,0.938333333333,1,1,1,0.933333333333,1,1,1,0.00100277777778,0,0,0
300,100,0.46,0.9,0.735,0.993333333333,0.995,0.988333333333,0.716666666667,1,1,1,0.00213611111111,6.66666666667E-05,5.83333333333E-05,0.000225
300,100,0.47,0,0.936666666667,0.996666666667,0.996666666667,0.998333333333,0.941666666667,1,1,1,0.000711111111111,0.0001,4.44444444444E-05,2.5E-05
300,100,0.47,0.05,0.93,1,0.995,0.996666666667,0.941666666667,1,1,1,0.0006,0,5.83333333333E-05,4.44444444444E-05
300,100,0.47,0.1,0.86,1,1,0.996666666667,0.858333333333,1,1,1,0.00251111111111,0,0,4.44444444444E-05
300,100,0.47,0.15,0.956666666667,0.993333333333,0.996666666667,1,0.966666666667,1,1,1,0.00117777777778,0.000233333333333,4.44444444444E-05,0
300,100,0.47,0.2,0.903333333333,0.996666666667,0.998333333333,0.998333333333,0.908333333333,1,1,1,0.000711111111111,4.44444444444E-05,2.5E-05,2.5E-05
300,100,0.47,0.25,0.78,0.991666666667,0.996666666667,0.996666666667,0.775,1,1,1,0.00182222222222,0.000125,0.0001,4.44444444444E-05
300,100,0.47,0.3,0.928333333333,0.991666666667,0.995,0.998333333333,0.925,1,1,1,0.000613888888889,0.000180555555556,5.83333333333E-05,2.5E-05
300,100,0.47,0.35,0.846666666667,0.995,0.991666666667,0.99,0.858333333333,1,1,1,0.00243333333333,5.83333333333E-05,0.000180555555556,0.0004
300,100,0.47,0.4,0.736666666667,0.996666666667,0.99,0.983333333333,0.741666666667,1,1,1,0.0041,4.44444444444E-05,0.000177777777778,0.000722222222222
300,100,0.47,0.45,0.918333333333,0.996666666667,0.99,1,0.908333333333,1,1,1,0.00185833333333,4.44444444444E-05,0.000233333333333,0
300,100,0.47,0.5,0.775,0.99,0.99,0.993333333333,0.766666666667,0.991666666667,1,1,0.00101388888889,0.000122222222222,0.000233333333333,6.66666666667E-05
300,100,0.47,0.55,0.675,0.975,0.963333333333,0.968333333333,0.7,0.983333333333,0.966666666667,0.983333333333,0.00495833333333,0.001125,0.000544444444444,0.00191388888889
300,100,0.47,0.6,0.865,0.991666666667,0.995,0.995,0.858333333333,0.991666666667,1,1,0.000525,6.94444444444E-05,5.83333333333E-05,0.000113888888889
300,100,0.47,0.65,0.718333333333,0.976666666667,0.976666666667,0.976666666667,0.725,0.983333333333,0.983333333333,0.991666666667,0.00208055555556,0.000566666666667,0.000288888888889,0.000955555555556
300,100,0.47,0.7,0.555,0.816666666667,0.808333333333,0.805,0.566666666667,0.825,0.816666666667,0.808333333333,0.00628055555556,0.00188888888889,0.001125,0.00194722222222
300,100,0.47,0.75,0.816666666667,1,1,0.995,0.808333333333,1,1,1,0.000888888888889,0,0,5.83333333333E-05
300,100,0.47,0.8,0.603333333333,0.92,0.931666666667,0.925,0.6,0.925,0.933333333333,0.925,0.00204444444444,0.00137777777778,0.00119166666667,0.00140277777778
300,100,0.47,0.85,0.495,0.485,0.476666666667,0.478333333333,0.516666666667,0.483333333333,0.483333333333,0.491666666667,0.00600277777778,0.00485833333333,0.00506666666667,0.00600277777778
300,100,0.47,0.9,0.735,0.986666666667,0.988333333333,0.991666666667,0.725,1,0.991666666667,1,0.00213611111111,0.000322222222222,0.000225,0.000125
300,100,0.48,0,0.746666666667,0.991666666667,0.998333333333,0.993333333333,0.733333333333,1,1,1,0.00154444444444,0.000125,2.5E-05,0.000233333333333
300,100,0.48,0.05,0.761666666667,0.988333333333,0.988333333333,0.988333333333,0.766666666667,0.991666666667,1,1,0.00505833333333,0.000169444444444,0.000391666666667,0.000447222222222
300,100,0.48,0.1,0.628333333333,0.991666666667,0.998333333333,0.991666666667,0.608333333333,1,1,1,0.00194722222222,0.000125,2.5E-05,0.000125
300,100,0.48,0.15,0.75,0.996666666667,0.993333333333,0.995,0.758333333333,1,1,1,0.00222222222222,4.44444444444E-05,0.000122222222222,5.83333333333E-05
300,100,0.48,0.2,0.671666666667,0.986666666667,0.988333333333,0.991666666667,0.666666666667,0.983333333333,0.991666666667,1,0.00350277777778,0.0001,0.000169444444444,0.000236111111111
300,100,0.48,0.25,0.706666666667,0.975,0.966666666667,0.968333333333,0.708333333333,0.983333333333,0.966666666667,0.966666666667,0.00556666666667,0.000513888888889,0.000611111111111,0.000525
300,100,0.48,0.3,0.688333333333,0.985,0.993333333333,0.986666666667,0.691666666667,1,1,0.983333333333,0.000947222222222,0.000636111111111,6.66666666667E-05,0.000155555555556
300,100,0.48,0.35,0.586666666667,0.906666666667,0.905,0.92,0.591666666667,0.9,0.891666666667,0.908333333333,0.00615555555556,0.0014,0.00194722222222,0.0016
300,100,0.48,0.4,0.71,0.988333333333,0.991666666667,0.991666666667,0.733333333333,1,1,1,0.00795555555556,0.000280555555556,0.000125,0.000125
300,100,0.48,0.45,0.605,0.956666666667,0.958333333333,0.958333333333,0.591666666667,0.958333333333,0.966666666667,0.95,0.00350277777778,0.0009,0.000125,0.000569444444444
300,100,0.48,0.5,0.67,0.946666666667,0.923333333333,0.931666666667,0.666666666667,0.95,0.908333333333,0.933333333333,0.00421111111111,0.00132222222222,0.00195555555556,0.00119166666667
300,100,0.48,0.55,0.64,0.941666666667,0.935,0.945,0.633333333333,0.941666666667,0.933333333333,0.941666666667,0.00356666666667,0.00145833333333,0.00113611111111,0.00189166666667
300,100,0.48,0.6,0.57,0.756666666667,0.75,0.726666666667,0.566666666667,0.783333333333,0.758333333333,0.733333333333,0.00615555555556,0.00684444444444,0.00594444444444,0.00462222222222
300,100,0.48,0.65,0.726666666667,0.985,0.98,0.978333333333,0.725,0.983333333333,0.983333333333,0.983333333333,0.00212222222222,8.05555555556E-05,0.0001,0.000502777777778
300,100,0.48,0.7,0.578333333333,0.828333333333,0.805,0.82,0.575,0.841666666667,0.825,0.833333333333,0.00416944444444,0.00628055555556,0.00511388888889,0.00337777777778
300,100,0.48,0.75,0.565,0.803333333333,0.835,0.816666666667,0.55,0.783333333333,0.841666666667,0.808333333333,0.00469166666667,0.00515555555556,0.00524722222222,0.00538888888889
300,100,0.48,0.8,0.626666666667,0.878333333333,0.888333333333,0.883333333333,0.625,0.891666666667,0.9,0.9,0.00573333333333,0.00205833333333,0.00300277777778,0.00222222222222
300,100,0.48,0.85,0.48,0.47,0.483333333333,0.483333333333,0.475,0.483333333333,0.525,0.491666666667,0.00343333333333,0.00243333333333,0.004,0.00283333333333
300,100,0.48,0.9,0.745,0.988333333333,0.993333333333,0.99,0.758333333333,0.991666666667,1,1,0.00233611111111,0.000169444444444,0.000122222222222,0.000177777777778
300,100,0.49,0,0.57,0.885,0.873333333333,0.873333333333,0.575,0.891666666667,0.883333333333,0.883333333333,0.00343333333333,0.00285833333333,0.00101111111111,0.00256666666667
300,100,0.49,0.05,0.583333333333,0.868333333333,0.851666666667,0.878333333333,0.583333333333,0.883333333333,0.85,0.883333333333,0.00994444444444,0.00408055555556,0.00308055555556,0.003225
300,100,0.49,0.1,0.543333333333,0.651666666667,0.658333333333,0.66,0.533333333333,0.691666666667,0.65,0.666666666667,0.00517777777778,0.006025,0.004125,0.0034
300,100,0.49,0.15,0.61,0.858333333333,0.86,0.853333333333,0.625,0.858333333333,0.833333333333,0.858333333333,0.00367777777778,0.000958333333333,0.00256666666667,0.0016
300,100,0.49,0.2,0.548333333333,0.653333333333,0.648333333333,0.675,0.533333333333,0.65,0.633333333333,0.683333333333,0.00435833333333,0.00365555555556,0.00458055555556,0.006125
300,100,0.49,0.25,0.603333333333,0.896666666667,0.908333333333,0.913333333333,0.6,0.9,0.9,0.916666666667,0.00515555555556,0.00232222222222,0.00145833333333,0.00187777777778
300,100,0.49,0.3,0.528333333333,0.661666666667,0.643333333333,0.646666666667,0.5,0.658333333333,0.658333333333,0.633333333333,0.00489166666667,0.004225,0.00551111111111,0.00382222222222
300,100,0.49,0.35,0.603333333333,0.91,0.925,0.928333333333,0.6,0.925,0.933333333333,0.941666666667,0.0021,0.00245555555556,0.00368055555556,0.00266944444444
300,100,0.49,0.4,0.51,0.673333333333,0.638333333333,0.665,0.516666666667,0.666666666667,0.641666666667,0.666666666667,0.00106666666667,0.00323333333333,0.00589166666667,0.00263611111111
300,100,0.49,0.45,0.621666666667,0.896666666667,0.886666666667,0.91,0.608333333333,0.908333333333,0.908333333333,0.916666666667,0.00300277777778,0.00321111111111,0.00504444444444,0.00245555555556
300,100,0.49,0.5,0.526666666667,0.658333333333,0.67,0.653333333333,0.525,0.675,0.675,0.641666666667,0.00523333333333,0.00618055555556,0.00471111111111,0.00471111111111
300,100,0.49,0.55,0.55,0.54,0.526666666667,0.521666666667,0.566666666667,0.525,0.525,0.508333333333,0.00277777777778,0.00295555555556,0.00323333333333,0.002225
300,100,0.49,0.6,0.56,0.73,0.728333333333,0.731666666667,0.566666666667,0.733333333333,0.741666666667,0.733333333333,0.00306666666667,0.00398888888889,0.00428055555556,0.003025
300,100,0.49,0.65,0.56,0.551666666667,0.555,0.555,0.558333333333,0.541666666667,0.541666666667,0.541666666667,0.00306666666667,0.003525,0.00455833333333,0.00378055555556
300,100,0.49,0.7,0.603333333333,0.761666666667,0.773333333333,0.771666666667,0.6,0.791666666667,0.775,0.758333333333,0.00565555555556,0.00478055555556,0.00595555555556,0.00339166666667
300,100,0.49,0.75,0.473333333333,0.498333333333,0.501666666667,0.485,0.45,0.491666666667,0.5,0.491666666667,0.00323333333333,0.00180277777778,0.00235833333333,0.00313611111111
300,100,0.49,0.8,0.608333333333,0.871666666667,0.893333333333,0.896666666667,0.591666666667,0.858333333333,0.9,0.9,0.00268055555556,0.00139166666667,0.00356666666667,0.00221111111111
300,100,0.49,0.85,0.511666666667,0.516666666667,0.51,0.511666666667,0.5,0.533333333333,0.516666666667,0.525,0.00400277777778,0.00144444444444,0.00123333333333,0.00189166666667
300,100,0.49,0.9,0.723333333333,0.991666666667,0.99,0.988333333333,0.75,1,1,0.983333333333,0.00795555555556,0.000236111111111,0.000177777777778,0.000113888888889
